question,answer,label
"सुदर्शन का रिपोर्टर CM के प्रेसकॉन्फरेंस में रहेगा तो हम बहिष्कार करेंगे, मेवात के कुछ पत्रकारों का प्रशासन को अल्टिमेटम... क्या यह पत्रकारिता हैं?",यदि खट्टर की जगह योगी जी हरियाणा के मुख्यमंत्री होते तो मेवात में हिंदुओं का उत्पीड़न ना होता अब तक मुस्लिम पत्थरबाजों के मकान बिक गए होते,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",जी में मेरा परिवार और मेरा गाँव हम सभी समर्थन करते हैं,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"ठीक है बङ जाए देश हित में 
मगर अपने अब्बा मोदी जी से कहकर गरीबों तक राशन व अनाज  जरूर पहुंचवा  देना",Yes
"स्मृति ईरानी, क्या आप कुछ कहेंगी मुस्लिम महिलाओं की नीलामी वाले प्रकरण में?",ईरानी जी को यदि लगा कि इससे कोई राजनीतिक फायदा होगा फिर बोलेगी,Yes
"BHU की छात्राओं पर की गयी बर्बर लाठी चार्ज की मैं निंदा करता हूँ। उनकी माँग केवल सुरक्षा थी ,क्या यह माँग अनुचित थी?",हाँ सुरक्षा तो सिर्फ तू ही दे सकता है।,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"जी हाँ 
यज्ञ अधूरा, आहुति अधूरी ।
 मंजिल है मुश्किल मीलों की दूरी ।",Yes
सुना है मोदी ने अपने संसदीय क्षेत्र बनारस को क्योटो बना दिया है अब सड़कों पर गाड़ियों की जगह नाव चल रही है क्या यह सच है ?,बात तो आपका सही है परन्तु मोदी जी बनारस को बनारस ही रहने दे उतना ही बहुत अच्छा होता,Yes
क्या आप शेर कहते हैं?,"कोशिश करता हुं कहने की
तु कौई ख्वाब है तो ख्वाब सही ताबीर में आ
लकीरें मिट गई हाथों की अब तक़दीर में आ",Yes
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,जय श्री राम श्री हनुमान चालीसा पाठ किया जाए गा एमएनएस प्रमुख राज ठाकरे जी से भरोसा है हमारे देश भगत हिंदू योद्धा को नमन करते हैं,Yes
"बिना अदालती आदेश के किसी को सजा देना कानून नहीं क्या यह ""न्याय संगत"" है?",आप बिल्कुल सही कह रही हो । जनता जाने कैसे कैसे मूर्खों को चुनकर सत्ता में भेज देती है।,Yes
क्या यह ख़बर सही है ?,हाँ सर ये खबर बिलकुल सही है --- अमृता चची पडोसी के साथ भाग गई,Yes
"साथियों, इस निरंकुश, तानाशाह, जन-विरोधी सरकार की कु-नीतियों के ख़िलाफ़ मैं संघर्ष यात्रा शुरू करने जा रहा हूँ - क्या आप साथ हैं ?",यदि आप सही में झारखण्ड की जनता का सेवा करना चाहते हे तो सरकार को मार्ग दर्सन करने का काम करें की सत्ता पाने  की ललक हे।,Yes
"बीजेपी कह रही है की आतंकी हमला पाकिस्तान-हिंदुस्तान वार्ता रुकवाने के लिये कराये जा रहे हैं,तो क्या यह हमले साजिश के तहत RSS करवा रही है?","अटलजी का कारगिल तो मोदी जी का पठानकोट आतंकी हमला बीजेपी की विदेशनीति व असफलता का स्मारक!
यही है ISIS और संघ की बीजेपी नीति व नीयत",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","हां जी, समय की मांग है । पूरे देश में लागू हो ।",Yes
"राम-सीता को काल्पनिक, भगवा को आतंकवाद और रामसेतु के दुश्मन..आज कैलाश मानसरोवर यात्रा कर रहें है और स्वयं को महादेव का भक्त, जनेऊधारी और ब्राह्मण बताते नहीं थक रहें है..क्या यह अच्छे दिन नहीं ?","हा यही अछे दिन है, जब तुम पूरा दिन खाली बैठ कर ट्वीट करते रहते हो,",Yes
"लालू प्रसाद जी को बिहार की नहीं बल्कि अपने ""परिवार"" की चिंता रहती है. उनके लिए यादव सिर्फ ""वोट"" भर है. क्या आप इस बात से सहमत हैं ?",वैसे राय जी आप बिहार के लिए क्या किये है या आपकी पार्टी यूपी की तरह एक एक्सप्रेसवे बनाया है,Yes
निर्भया के दोषियों को माफ करने की वकील इंदिरा जयसिंह की सलाह को क्या आप सही मानते हैं?,मे तब सही मानता हूँ जब उसके या उसके अपनों के साथ ऐसा व्यवहार होता तब भी वो यही कहती,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",जी बिलकुल । देश को ज़रूरत है ।,Yes
क्या यह सच है कि मजार दरगाह और पक्का कब्रिस्तान हराम है इसीलिए अरब में एक भी मजार दरगाह और पक्का कब्रिस्तान नहीं है?,"ये जिहादियो की भारत की जमीन पर कब्जा करने की साजिश है जी।
इस प्रथा पर तुरंत रोक लगानी चाहिए।",Yes
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,देवगन जी बहत ही शर्मनाक घटना है और इसकी सही से जांच होनी चाहिए,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,जी हम बिलकुल तैयार है    बस हमारा देश सुरक्षित इस परेशानी से निकलना चाहिये..,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,आप सही पत्रकारिता पर जोर दें तो देश के लिय ज़्यादा बेहतर होगा।,Yes
क्या यह सच है कि बीजेपी ने एकनाथ शिंदे पर शर्त रखी है कि बीजेपी में विलय हो जाए तभी सरकार बनेगी ?,एकनाथ जी तो‌ सिर्फ मोहरे‌ है। शिव सेना ने अच्छी चाल चली है।,Yes
क्या आप “गुरुकुल” का अर्थ जानते हैं ?,"जी हां स्वामी जी।
यूरोपीय देशों में शिक्षा की नींव गुरुकुल पद्धति पर ही है।",Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,सीताराम सीताराम सीताराम कहिए जब तक कहे मोदी जी तब तक घर में रहिए,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"बिल्कुल तैयार है हम, मोदी जी के साथ कंधे से कंधा मिलाकर चलने के लिये Covid19 के खिलाफ।",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","जी बिल्कुल 
में इसका समर्थन करता हूँ",Yes
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,"कालू, मोदी जी को टैग तो कर, फिर जवाब भी मिल जाएगा।",Yes
कोई बता रहा था कि केदारनाथ मंदिर के भीतर कैमरा ले जाने पर पाबंदी है। क्या यह बात सही है?,हां लेकिन एक दिन के लिए छूट दी गई थी नसीब से उसी दिन पीएम साहब की विजिट हो गई ।,Yes
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?","हां साथ में मंदिरो का आरक्षण, कॉलेजियम व्यवस्था और जाति भी खत्म हो तो सहमत है।",Yes
विरोधियों ने ब्लॉकमोदी का ट्रेंड चलाया। ट्रेंड को जनपुकार कहा।लेकिन ट्रेंड के बाद मोदी के फॉलोवर बढ़ गए।क्या यह भी जनपुकार?,आप निर्माण तो करें। शिव जी की बारात अपने आप जुटती है।,Yes
दो दिनों से इस बात की कोशिश हो रही है कि नोट बंदी का फ़ैसला मोदी जी का नहीं अधिकारियों का और रिज़र्व बैंक का था ! क्या यह सही है ?,मोदी जी का काले धन पर भाषण वैसे ही है जैसे कि आशाराम बापू का कुवांरेपन पर,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हा बिल्कुल करते है समर्थन और जिसके ज्यादा है उसे सजा मिले और जिसकी दो बीवी हो उसे तो फाँसी देदो,Yes
प्रदेशवासियों की ज़रूरत को समझते हुए मुख्यमंत्री स्वास्थ्य बीमा योजना के तहत स्मार्ट कार्ड के पैकेज में वृद्धि की गई है। क्या आप बता सकते हैं कि स्मार्ट कार्ड से इलाज की राशि बढ़ाकर कितनी की गई है?,अंकल जी आपके द्वारा संविलियन  की मांग को और कितना समय  लटके रहना होगा,Yes
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?",शुरुआत मंदिरो के100% आरक्षण से करनी चाहिए,Yes
"एक नीच सोच वाले ओबीसी ने अपनी बच्ची की पढ़ाई के लिए लैपटॉप ख़रीदकर नहीं दिया और आगे बढ़कर मंदिर के लिए चंदा दे आया, जहां उसके पैसे पर पलने वाला तोंदियल पुजारी भगवान से मन ही मन प्रार्थना करेगा कि किसी तरह से ओबीसी आरक्षण ख़त्म हो। क्या आप उस ओबीसी को लानत भेजना चाहेंगे?","तेरे जैसे मुफ्तखोर क्या चंदा देंगे , जो खुद सरकारी सुविधाओं के भरोसे जी रहे हो😁😁",Yes
क्या आप बेरोजगार हैं ?,हा रोजगार दे रहे है क्या श्री मान जी,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,रुबिका जी गरीब जनता का ध्यान रखते हुए । देश में कहीं कोई भूखा ना सोए ।,Yes
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","हाँ, जी जरूर।।
इनके आने वाली सभी फिल्मों का भी।",Yes
"रेलवे निजीकरण व बैकों के विलयकरण के खिलाफ जल्द जमीन से लेकर सोशल मीडिया तक कड़ा आंदोलन किया जायेगा। साथ में बैंक, रेलवे कर्मचारी, एसोसिएशन साझा समर्थन में आ रहे है। क्या आप सभी भी तैयार है?","हां, यह गंभीर विषय है इसपर चुप रहने वाले भी आने वाले पीढ़ियों के गुनहगार होंगे ।",Yes
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,"गुप्ता जी आप और आपका गिरोह तो बस अलीबाबा और 40 चोर किताब ही दे सकता है, उसे पढ़ने की क्या ज़रुरत है, कपिल मिश्रा नया संस्करण ला रहे हैं",Yes
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,"प्रधानमंत्री महोदय जी, आपने सुझाया हुआ ""दिव्यांग""न केवल इन अद्वितीय ,विशेष व्यक्तियों को समाज में सम्मान से जीने की राह देगा",Yes
श्रीकृष्ण जन्मभूमि अवैध मस्जिद कब्जा मुक्त हो - -क्या आप सहमत हैं?,"हां         हां     हां  
जय श्री राधे कृष्णा जी 🌹🙏",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हाँ करते हैं पर और सख्त कानून होना चाहिए,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","जी हां
मैं पूर्ण समर्थन करता हूं।",Yes
अब मोदी सरकार मंदिरों मठों की भी काले धन की जॉंच करवायेगी। अब क्या हम मंदिरों में Paytm से दान पेटी में चड़ोतरी चड़ायेंगे?,"काश कोई मस्जिदो की भी जाच करा ले
पैसे क्या सिधे सिधे हथियार ही मिल जाएंगे जो दिग्गी जी ने बाटे है UP चुनाव के लिए",Yes
"ट्रेन की आपसी बहस में एक सख़्स ने कहा ""देश में शासक नही प्रचारक राज कर रहा है"" क्या हम प्रधान सेवक से शासक और प्रचारक के दौर में आ गये?",संजय सिंघ जी आपने कॉमेंट बॉक्स में जाओ और ट्विटर बंद कर दो अगर थोरा सा भी शर्म हो तो,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","ऑस्ट्रेलिया के सांसद क्रेग कैली बोल रहे है कुछ दिनों के लिए अपने CM योगी जी को हमे दे दो 
कोरोना मैनेजमेंट के लिए 

काम गरजता है",Yes
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,100% राज ठाकरे के विचारों से सहमत,Yes
क्या आप अपने नाम का हिन्दी अर्थ जानते हैं ?,हां मनोज मन:+ज अर्थात् मन की बात जानने वाला,Yes
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,राज ठाकरे सही है सेकुलर देश में तुष्टिकरण का क्या काम,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","हाँ । पर 2 कमी रह गई। 
1.   मतदान का अधिकार भी छिनना चाहिए था । 
2.   एक बच्चे को अधिक प्रमोट करना, इससे लिंगानुपात बिगड़ जाएगा।",Yes
"कोरोना की तीसरी लहर इसी माह आने वाली है, क्या आप इससे बचने के लिए तैयार हैं ?","हां, हमने चार पांच लाख रुपए जोड़ना शुरू कर दिया है।",Yes
"राजस्थान का हर शहर, गांव वायरल बुखार से तप रहा है..क्या हम फिर किसी महामारी की तरफ़ बढ़ रहे हैं…?","और हमारी सरकार राहुल जी की चाटुकारिता में लगी हुई है।
कौन अच्छी चाटता है।",Yes
"देश, धर्म और समाज के लिए लड़ना आसान तो नहीं है, पर कुछ कर्ज़ भी तो है समाज के प्रति जो चुकाने है। क्या आप भी चुकाना चाहेंगे?",राधे-राधे महाराज जी मैं आपके‌ हर तरह से साथ हूं,Yes
श्रीकृष्ण जन्मभूमि अवैध मस्जिद कब्जा मुक्त हो - -क्या आप सहमत हैं?,जी हा पूर्ण रूप से सहमत 🙏,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",Ha जी और कठोर क़ानून होना चाहिए,Yes
क्या आप शेर कहते हैं?,"जी चाहता है उसे मुफ्त मे जान दे दूँ, ऐसे मासूम खरीदार से किया लेना देना",Yes
"देश, धर्म और समाज के लिए लड़ना आसान तो नहीं है, पर कुछ कर्ज़ भी तो है समाज के प्रति जो चुकाने है। क्या आप भी चुकाना चाहेंगे?",जी हा मै आपके साथ हू और रहूँगा,Yes
कन्हैया की धुनाई करने वाले राष्ट्रवादी विकास के हम साथ है और क्या आप भी साथ है ?,बहुत सही किया उस हरामी की धुलाई करके,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हाँ पर जिनके 2 से अधिक हैं वो MP MLA सब तुरंत त्यागपत्र दे दें और भविष्य में ऐसे लोग चुनाव ना ल़ड सके।,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,हम माननीय प्रधानमंत्री जी नरेंद्र मोदी जी के साथ हैं लोकडाउन का कर्तव्य निभाएंगे घर के अंदर रहेंगे और सब को समझ जाएंगे,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",बिल्कुल भैया जी  🙏 योगी सरकार की जय हो 🙏,Yes
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,हम गरीब हैं जी हम तमसा देखते हैं!!,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","और जो 2 से ज़्यादा भाई बहिन होते हुए भी मुख्यमंत्री पद पर हैं
उन्हें तुरंत इस्तीफ़ा दे देना चाहिए। योगी जी 😂😂",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",जी हां पूर्ण रूप से समर्थन करते हैं,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हा हम भी योगी सरकार की जनसंख्या नीति का समर्थन करते है ।,Yes
रविश कुमार ने ndtv  में रहते हुए अपना यूट्यूब चैनल खोला... क्या यह सही बात है ?,"हां बिल्कुल सही है, मैं भी subscriber हूं।",Yes
क्या आप सोशल मीडिया और व्हाट्सएप पर फॉरवर्ड की जाने वाली सभी सूचनाओं पर भरोसा करते हैं?,ये सूचना भी फर्जी है हा हा हा,Yes
"बिहार के चुनाव परिणाम के बाद अब आप एक नया बिहार देखेंगे, क्या आप सहमत हैं ?",वो तन जब मुख्यमंत्री भाजपा का होगा ये सेकुलर है ये बन्द सही होता तो अब तक अच्छी बढ़त ले ली थी NDA ने । बहोत गन्दा लगता है,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"एक ऑप्शन होना चाहिए था - हाँ, लेकिन",Yes
क्या आप “गुरुकुल” का अर्थ जानते हैं ?,"गुरु के कुल माई शिच्छा ग्रेने करना, जय गुरु जी",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","हा, बिलकुल और मे तो कहता हूँ की पुरे देश मे लागू हो l 🤔",Yes
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","सलाम खान का विरोध करो शोक से 
लेकिन मोदी जी की नाकमिया भी देखो",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",सही समय पर उचित निर्णय सराहनीय कदम योगीजी का।,Yes
श्रीकृष्ण जन्मभूमि अवैध मस्जिद कब्जा मुक्त हो - -क्या आप सहमत हैं?,दिल से हां l जय श्री कृष्णा 🙏🙏🙏,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"मोदी जी कितने सारे आदमी बाहर फंसे हुए है,पहले उनलोगो को सही सलामत घर पहुंचाइए, उसके बाद लॉकडाउन आगे बढ़ाएगा।।।।",Yes
माँ के नवरात्र में क्या हम “दहेज” ना लेने का संकल्प ले सकते हैं क्या?,बिलकुल सही कहा है आपने सर जी,Yes
"यह बहुत गंभीर आरोप है। मंत्री जी के घर से रेमदिस्वीर इंजेक्शन बिक रहा हो और उसमें वे शामिल ना हों, क्या यह संभव है?",सरकार यदि जनता की हितैसी है तो मन्त्री जी को तुरन्त बाहर का रास्ता दिखाना चाहिए,Yes
क्या आप बेरोजगार हैं ?,"हा भैया। 
राजनीति में रोजगार के लिए संघर्ष कर रहा हूँ l
वर्तमान में बीडीसी हूँ l
भविष्य में उच्च पद के लिए आशावान हूँ l",Yes
"क्या आप जानते हैं, कि राजा दशरथ जी के पिता श्री का नाम क्या था ?",दशरथ जी के पिता राजा अज थे ।,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",जी हां बिल्कुल बहुत सही कानून है,Yes
"क्या आप ""पेट के दाँत"" ठीक करने वाले किसी  डेंटिस्ट को जानते है?","परिवारवाद का विरोध करने वाले मोदी जी इवांका ट्रंप को एयरपोर्ट पर रिसिव और रात्री भोज दे रहे है |
ये तो परिवारवाद की परिकाष्ठा है",Yes
क्या आप मानते हैं कि हर देशवासी चाहता है कि राम मंदिर बने?,आप सही सर्वे देश के सामने रखते कहाँ है ।गोलमोल न्यूज़ बताना पेशा है,Yes
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?","सही है...
सरकार को सिर्फ अमीरों के लिए काम करना चाहिए।...👍",Yes
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,बात तो बिल्कुल सही है लेकिन वहाँ आप भी तो शामिल थे दोनो भजहेरिया खेल रहे थे,Yes
श्रीकृष्ण जन्मभूमि अवैध मस्जिद कब्जा मुक्त हो - -क्या आप सहमत हैं?,"हा। जय श्रीराम।  जय श्री कृष्ण। ।
💐💐🙏🙏🌅🌅🛕🛕🛕",Yes
क्या हम टैक्स देना बंद कर दे?,हाँ तुम देना बंद कर दो 🤔😝😝😝,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"MEm कर्नाटक से राजस्थान पहुचाने में मदद करे, वहाँ अपने घर 1 साल भी lockdown रहेगा तो भी जी लेंगे",Yes
"क्या आप जानते हैं, कि राजा दशरथ जी के पिता श्री का नाम क्या था ?",महाराज अज महाराजा दशरथ जी के पिता थे।,Yes
"लालू प्रसाद जी को बिहार की नहीं बल्कि अपने ""परिवार"" की चिंता रहती है. उनके लिए यादव सिर्फ ""वोट"" भर है. क्या आप इस बात से सहमत हैं ?","लालू जी के शासन में यादवों का बहुत ह्रास हुआ है,यादव गैंगस्टर और डकैत बने जिसको लालूजी ने अपने फायदे के लिए इस्तेमाल किया।",Yes
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?",हाँ आरक्षण समाप्त कर जिस जाति की जितनी जनसंख्या प्रतिशत है उसी के आधार पर सीटों का बंटवारा सांसद से लेकर चपरासी तक कर देना चाहिए. ये सही रहेगा.,Yes
"देश, धर्म और समाज के लिए लड़ना आसान तो नहीं है, पर कुछ कर्ज़ भी तो है समाज के प्रति जो चुकाने है। क्या आप भी चुकाना चाहेंगे?",महराज जी  यह तो साफ करिए दलित समाज आपका है।,Yes
क्या आप शेर कहते हैं?,"वो जो एक शेर कहा था किसी  फसाने में।
उसी को जी गया मैं दास्तां सुनाने में।।",Yes
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,"जी हाँ सहमत हैं
दिन में 5 बार भोंक भोंक कर हमारा जीना हराम कर दिया मलेच्छों ने",Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"रूबिका जी आपने यह मुहिम छेड़ी है बहुत ही , kabile Tarif hai है",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","फूल स्पोर्ट है महाराज जी को,",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","हां भाई हां
🔱 हर हर महादेव 🔱🚩🙏",Yes
"क्या आप जानते हैं, कि राजा दशरथ जी के पिता श्री का नाम क्या था ?",राजा दशरथ जी के पिताजी का नाम अज था,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","देश और उतर प्रदेश के विकास हेतु माननीय मुख्यमंत्री श्री योगी आदित्यनाथ जी द्वारा एक ऐतिहासिक फैसला हैं, और इसका समर्थन हर किसी को करना चाहिए।",Yes
यह हो सकता है कि उत्तराखंड की शिक्षिका को अनुपस्थिति के कारण पहले भी दो बार निलंबित किया गया हो। लेकिन उनसे दुर्व्यवहार करते समय क्या मुख्यमंत्री को इसकी जानकारी थी?,जनता दरबार में मुख्यमंत्री के समक्ष महिला की भाषा निंदनीय है। ऐसे में मुख्यमंत्री का फैसला सही है,Yes
प्रदेशवासियों की ज़रूरत को समझते हुए मुख्यमंत्री स्वास्थ्य बीमा योजना के तहत स्मार्ट कार्ड के पैकेज में वृद्धि की गई है। क्या आप बता सकते हैं कि स्मार्ट कार्ड से इलाज की राशि बढ़ाकर कितनी की गई है?,"D सर बहुत सही किये, सर आपको सारे छत्तीसगढ़ की दुआ लगेगी।",Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,100%तैयार हैं हम मोदी जी के साथ हैं नमो नमो जय हिन्द,Yes
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,मुझे किसी ने बताया है कि कांग्रेस के उपाध्यक्ष पप्पू जी अमेरिका मे जब थे तब वो वहां की पोर्न स्टार से मंहगे होटल में मिले थे,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,हा लेकिन जो लोग बंगलोर में फसे है 21 दिन कैसे भी काट लिए उनको अपने घर पहुचने की भी कुछ ब्यवस्था बन रही है,Yes
श्रीकृष्ण जन्मभूमि अवैध मस्जिद कब्जा मुक्त हो - -क्या आप सहमत हैं?,"बिल्कुल,
मैं भी श्री कृष्ण जन्मभूमि से हूं और मुझे योगी जी पर सम्पूर्ण भरोशा है।।",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","जी हाँ. सही निर्णय, उचित निर्णय, व्यवहारिक, दूरगामी देशहित मे निर्णय ll",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हां मैं योगी जी के जनसंख्या नियंत्रण कानून का समर्थन करता है,Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","जी बिलकुल, पर कानून में सख्ती कम हैं !!",Yes
क्या आप अपने नाम का हिन्दी अर्थ जानते हैं ?,जी बिल्कुलजानता हूँ।     शानदार का अर्थ शानदार होता हैं,Yes
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"ट्विटर पे तो सब सक्षम लोग हैं रूबीका जी, इस विश्लेषण का क्या अर्थ।",Yes
क्या आप शेर कहते हैं?,"मरेगा ही वो तो जिसकी मौत आ गई,,
 मरने से पहले चंद लम्हें भी,,
 मुगालते में ही जी गया वो,
मुझे लगता है जिंदगी जी गया वो,,",Yes
रेलवे निजीकरण द्वारा बिक रहा है। फिर खेल चालू होता है आरक्षण खत्म। सरकारी नौकरी खत्म। क्या आप ऐसा होने देंगें?,"तुम्हे लग रहा है ना आरक्षण खत्म कोई कर सकता है तो वो मोदी जी ही है, हमे बिल्कुल विश्वास है ये होकर रहेगा , अभी इंतजार का मजा लीजिये",Yes
क्या आप शेर कहते हैं?,"थोड़ी सी मुश्किल में हूं मैं , मुश्किल मेरी आसाँ कर दो
 मै इज़हार - ए - इश्क़ करूँ , और तुम फ़ौरन हाँ कर दो",Yes
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",हा मैं इस नीति के समर्थन में हूँ । yes,Yes
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,दिमाक सही कर अच्छे दिन दिखने लगे गे,Yes
